,,Bloomberg Ticker,N/A (index product),CRCL US,MU US,IVV US,EXOD US,TSLA US,NVDA US,SPY US,CRCL US,QQQ US,NVDA US,MRVL US,SPY US,HIMS US,SPCX US,QQQ US,MSTR US,GOOGL US,TSLA US,GOOGL US,FGRS US,FORD US,,,INTC US,PDD US,CURR US,ASML US,TSM US,SOFI US,MSTR US,AAPL US,ITOT US,MSFT US,EFA US,ARM US,SPCX US,IEMG US,TSM US,AMD US,IWF US,ORCL US,SOXX US,EEM US,SNDK US,TQQQ US,COIN US,META US,AVGO US,AMZN US,N/A,,,CRCL US,MU US,IVV US,EXOD US,TSLA US,NVDA US,SPY US,CRCL US,QQQ US,NVDA US,MRVL US,SPY US,HIMS US,SPCX US,QQQ US,MSTR US,GOOGL US,TSLA US,GOOGL US,FGRS US,FORD US,0,0,INTC US,PDD US,CURR US,ASML US,TSM US,SOFI US,MSTR US,AAPL US,ITOT US,MSFT US,EFA US,ARM US,SPCX US,IEMG US,TSM US,AMD US,IWF US,ORCL US,SOXX US,EEM US,SNDK US,TQQQ US,COIN US,META US,AVGO US,AMZN US
Timestamp,Date,Measure,Strategy PP Variable xStock,Circle Internet Group (Ondo Tokenized),Micron Technology (Ondo Tokenized),iShares Core S&P 500 ETF (Ondo Tokenized),Exodus Movement,Tesla xStock,NVIDIA (Ondo Tokenized),SPDR S&P 500 ETF (Ondo Tokenized),Circle xStock,Invesco QQQ (Ondo Tokenized),NVIDIA xStock,Marvell Technology (Ondo Tokenized),SP500 xStock,Hims & Hers Health (Ondo Tokenized),SpaceX xStock,Nasdaq xStock,MicroStrategy xStock,Alphabet Class A (Ondo Tokenized),Tesla (Ondo Tokenized),Alphabet xStock,FGRS,Forward Industries Inc.,WisdomTree 500 Digital Fund,iShares Core MSCI EAFE ETF (Ondo Tokenized),Intel (Ondo Tokenized),PDD Holdings (Ondo Tokenized),CURRENC Group Inc.,ASML xStock,TSMC xStock,SoFi Technologies (Ondo Tokenized),MicroStrategy (Ondo Tokenized),Apple (Ondo Tokenized),iShares Core S&P Total US Stock Market ETF (Ondo Tokenized),Microsoft (Ondo Tokenized),iShares MSCI EAFE ETF (Ondo Tokenized),Arm Holdings plc (Ondo Tokenized),SpaceX (Ondo Tokenized),iShares Core MSCI Emerging Markets ETF (Ondo Tokenized),Taiwan Semiconductor Manufacturing (Ondo Tokenized),AMD (Ondo Tokenized),iShares Russell 1000 Growth ETF (Ondo Tokenized),Oracle (Ondo Tokenized),iShares Semiconductor ETF (Ondo Tokenized),iShares MSCI Emerging Markets ETF (Ondo Tokenized),SanDisk (Ondo Tokenized),ProShares UltraPro QQQ (Ondo Tokenized),Coinbase (Ondo Tokenized),Meta Platforms (Ondo Tokenized),Broadcom (Ondo Tokenized),Amazon (Ondo Tokenized),All Others (483 Items),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72653E+12,17-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3697566.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,8414967.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72662E+12,18-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3687452.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,8402690.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7267E+12,19-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3750905.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,8628812.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72679E+12,20-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3744610.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,8640022.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72688E+12,21-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3744610.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,8640011.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72696E+12,22-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3744610.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,8640011.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72705E+12,23-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3755000.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,8769597.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72714E+12,24-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3764693.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,8832867.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72722E+12,25-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3745276.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,8763764.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72731E+12,26-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3758929.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,8995272.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7274E+12,27-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3754378.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200276.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72748E+12,28-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3754378.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,9201122.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72757E+12,29-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3754378.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,9201122.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72765E+12,30-09-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3770691.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,9041198.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72774E+12,01-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3736630.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,8782401.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72783E+12,02-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3737389.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,8782406.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72791E+12,03-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3736925.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,8764664.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.728E+12,04-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3773666.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,8964762.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72809E+12,05-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3773666.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,8966102.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72817E+12,06-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3773666.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,8966102.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72826E+12,07-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3737427.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,8916562.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72835E+12,08-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3773158.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,9001889.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72843E+12,09-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3799747.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020709.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72852E+12,10-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3793973.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,8973625.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7286E+12,11-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3817889.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,9188801.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72869E+12,12-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3817889.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,9186791.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72878E+12,13-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3817889.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,9186791.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72886E+12,14-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3846965.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,9687174.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72895E+12,15-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3818749.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,9636873.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72904E+12,16-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3836725.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,9913069.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72912E+12,17-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3836225.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,9834325.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72921E+12,18-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3851625.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,10099841.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7293E+12,19-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3851625.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,10099762.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72938E+12,20-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3851625.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,10099762.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72947E+12,21-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3845090.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,10035458.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72956E+12,22-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3843823.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,9994042.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72964E+12,23-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3807448.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,9662794.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72973E+12,24-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3818823.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,9932452.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72981E+12,25-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3818088.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,9907963.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7299E+12,26-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3818088.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,9908458.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72999E+12,27-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3818088.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,9908458.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73007E+12,28-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3828498.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,10102781.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73016E+12,29-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3836472.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,10189030.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73025E+12,30-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3825475.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,10069899.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73033E+12,31-10-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3755499.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,9472574.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73042E+12,01-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3772429.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,9574753.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73051E+12,02-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3772429.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,9575191.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73059E+12,03-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3772429.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,9575191.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73068E+12,04-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3761463.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,9598238.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73076E+12,05-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3809536.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,9808796.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73085E+12,06-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3909271.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,10896097.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73094E+12,07-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3942172.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,11027302.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73102E+12,08-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3958706.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,11285595.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73111E+12,09-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3958706.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,11289171.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7312E+12,10-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3958706.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,11289171.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73128E+12,11-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3966660.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,12132428.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73137E+12,12-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3955791.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,12052774.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73146E+12,13-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3956092.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,11529783.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73154E+12,14-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3931542.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,11382012.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73163E+12,15-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3879095.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,11673006.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73172E+12,16-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3879095.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,11671912.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7318E+12,17-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3879095.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,11671912.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73189E+12,18-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3897072.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,12043038.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73197E+12,19-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3917239.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,12136598.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73206E+12,20-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3917642.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100666.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73215E+12,21-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3938646.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,11688779.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73223E+12,22-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3954882.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,11857777.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73232E+12,23-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3954882.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,11858979.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73241E+12,24-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3954882.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,11858979.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73249E+12,25-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3971076.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,11924932.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73258E+12,26-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3994418.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,11646832.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73267E+12,27-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3978383.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,11811502.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73275E+12,28-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,3978383.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,11811333.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73284E+12,29-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4001471.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,11673353.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73292E+12,30-11-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4001471.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,11672611.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73301E+12,01-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4001471.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,11672611.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7331E+12,02-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4014625.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,12519555.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73318E+12,03-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4019260.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,12624370.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73327E+12,04-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4052736.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,13150893.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73336E+12,05-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4046432.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,12999263.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73344E+12,06-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4060360.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,13394686.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73353E+12,07-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4060360.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,13397953.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73362E+12,08-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4060360.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,13397953.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7337E+12,09-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4031639.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,12862111.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73379E+12,10-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4030230.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,12762309.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73388E+12,11-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4066467.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,13097825.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73396E+12,12-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4043561.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,13034229.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.73405E+12,13-12-2024,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,4043381.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,13042197.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
